id,source,url,title,published_ts,fetched_ts,body_excerpt,coins,created_at,updated_at
34,coindesk,https://decrypt.co/348230/coinbase-abandons-2-billion-acquisition-stablecoin-firm-bvnk-fortune,Coinbase Abandons $2 Billion Acquisition of Stablecoin Firm BVNK: Fortune,2025-11-11 20:28:38.000000 +00:00,2025-11-11 21:45:16.357173 +00:00,"American crypto exchange Coinbase has scrapped plans to acquire stablecoin firm BVNK, according to a report Tuesday.",{},2025-11-11 21:45:16.357173 +00:00,2025-11-11 21:45:16.357173 +00:00
35,coindesk,https://seekingalpha.com/news/4520159-coinbases-ends-acquisition-talks-with-stablecoin-firm-bvnk---report,Coinbase ends acquisition talks with stablecoin firm BVNK,2025-11-11 20:29:08.000000 +00:00,2025-11-11 21:45:16.358771 +00:00,"More on Coinbase Key Takeaways From Q3 2025 Coinbase Earnings Coinbase Global, Inc. (COIN) Q3 2025 Earnings Call Transcript Coinbase: Buy On Growing Revenue Streams Coinbase unveils new platform for pre-listing token offerings Crypto hacks surge, fueling record demand for offline wallets like Ledger",{},2025-11-11 21:45:16.358771 +00:00,2025-11-11 21:45:16.358771 +00:00
36,coindesk,https://en.coin-turk.com/coinbase-cancels-mega-deal-as-bitcoin-faces-dips/,Coinbase Cancels Mega Deal As Bitcoin Faces Dips,2025-11-11 20:29:51.000000 +00:00,2025-11-11 21:45:16.360364 +00:00,"Coinbase unexpectedly canceled a $2 billion acquisition with BVNK. The cancellation coincides with Bitcoin dropping below $103,000. Continue Reading: Coinbase Cancels Mega Deal As Bitcoin Faces Dips The post Coinbase Cancels Mega Deal As Bitcoin Faces Dips appeared first on COINTURK NEWS .",{BTC},2025-11-11 21:45:16.360364 +00:00,2025-11-11 21:45:16.360364 +00:00
37,coindesk,https://u.today/xrp-in-spotlight-as-us-chartered-bank-launches-crypto-trading-services,XRP in Spotlight as U.S. Chartered Bank Launches Crypto Trading Services,2025-11-11 20:30:31.000000 +00:00,2025-11-11 21:45:16.362406 +00:00,"XRP traders are excited about a new development that allows the trading of XRP and other cryptocurrencies on the leading U.S.-chartered bank, SoFi",{XRP},2025-11-11 21:45:16.362406 +00:00,2025-11-11 21:45:16.362406 +00:00
38,coindesk,https://en.bitcoinsistemi.com/fresh-whales-are-accumulating-this-altcoin-on-chain-data-shows/,Fresh Whales Are Accumulating This Altcoin – On-Chain Data Shows,2025-11-11 20:33:08.000000 +00:00,2025-11-11 21:45:16.364648 +00:00,"Whale movements in the cryptocurrency market have accelerated again. Onchain data shows that some large wallets, especially newly created ones, are heavily accumulating Chainlink (LINK), while massive amounts of ETH and BTC are moving between exchanges. Over the past three days, the newly created whale with the short address “0x618” withdrew a total of 179,393 LINK from Binance, amassing approximately $2.88 million. The address's most recent transfer was 62,636 LINK ($1 million). During the same period, another new wallet, “0xd11,” withdrew another 145,250 LINK ($2.33 million) from Binance just an hour ago. Related News: Historic Moment Has Arrived: XRP Spot ETF Will Soon Begin Trading - Here's the Date and Time On the other side of the market, a massive Ethereum movement was recorded. A whale withdrew 60,000 ETH ($213.73 million) from Binance and deposited it directly into Aave V3. This move brought the total ETH balance in that wallet to 326,902 ETH ($1.16 billion). On the Bitcoin side, the outlook is even bleaker. A whale deposited 500 BTC ($52.8 million) he had held for about four months onto the Gate exchange, incurring a $6.85 million loss. The BTC in question had initially been withdrawn at $59.4 million. Finally, a whale, or institutional wallet, deposited a total of 1.19 million UNI ($10.54 million) into Binance. This position cost $11.45 million, with purchases made through Binance and Flowdesk between February 2025 and October 2025. This means the wallet lost approximately $914,000 on its UNI position. *This is not investment advice. Continue Reading: Fresh Whales Are Accumulating This Altcoin – On-Chain Data Shows",{BNB},2025-11-11 21:45:16.364648 +00:00,2025-11-11 21:45:16.364648 +00:00
39,coindesk,https://en.coinotag.com/coinbase-reportedly-ends-2-billion-acquisition-talks-with-stablecoin-firm-bvnk/,Coinbase Reportedly Ends $2 Billion Acquisition Talks with Stablecoin Firm BVNK,2025-11-11 20:40:07.000000 +00:00,2025-11-11 21:45:16.366816 +00:00,"Coinbase has ended negotiations to acquire UK-based stablecoin infrastructure firm BVNK, valued at around $2 billion, according to a Fortune report. The decision was mutual after initial advanced talks involving",{},2025-11-11 21:45:16.366816 +00:00,2025-11-11 21:45:16.366816 +00:00
40,coindesk,https://en.coinotag.com/three-years-after-ftx-collapse-bitcoin-rally-underscores-creditor-repayment-hurdles/,Three Years After FTX Collapse: Bitcoin Rally Underscores Creditor Repayment Hurdles,2025-11-11 20:41:16.000000 +00:00,2025-11-11 21:45:16.368488 +00:00,"The FTX bankruptcy in 2022 drove major advances in crypto transparency, prompting centralized exchanges to implement proof-of-reserves audits and DeFi protocols to bolster risk management, though many affected creditors remain",{BTC},2025-11-11 21:45:16.368488 +00:00,2025-11-11 21:45:16.368488 +00:00
41,coindesk,https://en.coinotag.com/sofis-xrp-trading-launch-could-boost-adoption-as-first-u-s-chartered-bank/,SoFi’s XRP Trading Launch Could Boost Adoption as First U.S. Chartered Bank,2025-11-11 20:43:06.000000 +00:00,2025-11-11 21:45:16.370586 +00:00,"SoFi has launched crypto trading services, becoming the first U.S. nationally chartered bank to offer direct access to Bitcoin, XRP, and other assets through traditional banking accounts, enhancing mainstream adoption","{BTC,ETH,XRP}",2025-11-11 21:45:16.370586 +00:00,2025-11-11 21:45:16.370586 +00:00
42,coindesk,https://en.bitcoinsistemi.com/renowned-strategist-speaks-about-bitcoins-future-no-one-understands-the-next-big-thing/,Renowned Strategist Speaks About Bitcoin’s Future: “No One Understands the Next Big Thing”,2025-11-11 20:43:08.000000 +00:00,2025-11-11 21:45:16.373161 +00:00,"The next big revolution in the financial world is on its way, but experts say most people are unaware of this transformation. Cryptocurrency strategist Mark Moss has suggested that Bitcoin’s power to revolutionize global finance lies in “Bitcoin treasury companies” that follow Michael Saylor’s “digital energy” model. In his interview, Moss claimed that this new Bitcoin-based financial system would reshape the $300 trillion fixed-income securities market, transforming everything from corporate balance sheets to national wealth storage methods. According to Mark Moss, the fact that Wall Street majors (JP Morgan, Paul Tudor Jones) see Bitcoin as the “ultimate hedge” against the dollar is only a small part of the picture. The real story will be the emergence of a system built on BTC treasuries and digital credit, where debt, yield, and money are rewritten on-chain. Moss cited MicroStrategy CEO Michael Saylor's strategy as the driving force behind this transformation. While traditional companies value or borrow based on future cash flows, Bitcoin treasury companies operate with a completely different model: Asset-Based Payment: These companies base their commitment to paying bondholders on their Bitcoin holdings, not future profits. Moss argued that MicroStrategy's existing BTC capital would be enough to pay off its liabilities for 100 years, even if it generated no other income. Digital Capital: Seeing Bitcoin as a leak-proof battery (digital energy), Moss stated that companies can protect their capital from meltdown and extend their corporate lifespan by holding Bitcoin on their balance sheets instead of cash. Related News: Binance Founder CZ's Investment Firm Announces New Project It Has Invested In Moss stated that the world's largest fixed-income securities market, worth over $300 trillion, will be transformed by the digital credit offered by Bitcoin. He added that there is the potential for thousands of new Bitcoin-based companies to emerge to meet the different risk and maturity profiles this market requires. The veteran strategist argues that, just like the early days of the internet and e-commerce, this transformation will initially be met with skepticism, but it will transform the entire system in the long run. According to Moss, investors should approach BTC with a 5- to 10-year vision, not as short-term speculation. Moss stated that Bitcoin has now entered not just one cycle but an entirely new era, warning that the true financial system reset may already have begun. *This is not investment advice. Continue Reading: Renowned Strategist Speaks About Bitcoin’s Future: “No One Understands the Next Big Thing”",{BTC},2025-11-11 21:45:16.373161 +00:00,2025-11-11 21:45:16.373161 +00:00
43,coindesk,https://cointelegraph.com/news/bitcoin-wave-3-expansion-targets-dollar200k-as-sell-side-pressure-fades-analyst,Bitcoin ‘Wave 3’ expansion targets $200K as sell-side pressure fades: Analyst,2025-11-11 20:47:07.000000 +00:00,2025-11-11 21:45:16.375356 +00:00,"Analysts believe Bitcoin could be starting its Wave III expansion, and if it plays out according to previous instances, BTC could reach the $200,000 to $240,000 range.",{BTC},2025-11-11 21:45:16.375356 +00:00,2025-11-11 21:45:16.375356 +00:00
44,coindesk,https://www.investing.com/analysis/xrp-faces-profittaking-as-etf-euphoria-fades-and-shorts-build-below-257-200669991,XRP Faces Profit-Taking as ETF Euphoria Fades and Shorts Build Below $2.57,2025-11-11 20:48:07.000000 +00:00,2025-11-11 21:45:16.377412 +00:00,"",{XRP},2025-11-11 21:45:16.377412 +00:00,2025-11-11 21:45:16.377412 +00:00
45,coindesk,https://en.coinotag.com/uk-sentences-woman-in-record-bitcoin-seizure-from-chinese-investment-scam/,UK Sentences Woman in Record Bitcoin Seizure from Chinese Investment Scam,2025-11-11 20:50:26.000000 +00:00,2025-11-11 21:45:16.379522 +00:00,"Zhimin Qian was sentenced to 11 years and eight months in prison for money laundering proceeds from a massive Chinese investment scam, resulting in the UK’s largest cryptocurrency seizure of",{BTC},2025-11-11 21:45:16.379522 +00:00,2025-11-11 21:45:16.379522 +00:00
46,coindesk,https://cointelegraph.com/news/michael-selig-cftc-chair-senate-hearing,Prospective CFTC chair to face hearing after Trump pulls first pick,2025-11-11 20:53:00.000000 +00:00,2025-11-11 21:45:16.381549 +00:00,"With the US government shutdown expected to end this week, the Senate Agriculture Committee scheduled a hearing to consider President Donald Trump’s pick to head the CFTC.",{},2025-11-11 21:45:16.381549 +00:00,2025-11-11 21:45:16.381549 +00:00
47,coindesk,https://www.bloomberg.com/news/articles/2025-11-11/coinbase-says-2-billion-deal-for-bvnk-won-t-move-forward,Coinbase Says $2 Billion Deal for BVNK Won’t Move Forward,2025-11-11 20:53:16.000000 +00:00,2025-11-11 21:45:16.383094 +00:00,"Coinbase Global Inc., the biggest US crypto exchange, said it won’t move forward with plans to acquire stablecoin infrastructure startup BVNK in what was a roughly $2 billion transaction.",{},2025-11-11 21:45:16.383094 +00:00,2025-11-11 21:45:16.383094 +00:00
48,coindesk,https://bitcoinworld.co.in/coinbase-acquisition-bvnk-cancelled/,Shocking Development: Coinbase Abandons $2 Billion BVNK Acquisition Deal,2025-11-11 20:55:10.000000 +00:00,2025-11-11 21:45:16.384728 +00:00,"BitcoinWorld Shocking Development: Coinbase Abandons $2 Billion BVNK Acquisition Deal In a stunning turn of events that has sent ripples through the cryptocurrency industry, Coinbase has abruptly terminated its planned $2 billion acquisition of stablecoin infrastructure provider BVNK. This massive Coinbase acquisition was poised to be one of the largest deals in crypto history, making its sudden cancellation particularly significant for market observers and investors alike. Why Did the Coinbase Acquisition Fall Through? The specific reasons behind the collapsed Coinbase acquisition remain shrouded in mystery, as neither company has disclosed detailed explanations for the deal’s termination. However, industry analysts point to several potential factors that could have influenced this decision: Regulatory pressures affecting cryptocurrency mergers Market conditions and valuation concerns Strategic realignment within Coinbase’s business priorities Due diligence discoveries during the acquisition process This failed Coinbase acquisition represents a significant setback for the exchange’s expansion into stablecoin infrastructure, an area that has become increasingly competitive among major crypto platforms. What Does This Mean for Stablecoin Infrastructure? The abandoned Coinbase acquisition deal raises important questions about the future of stablecoin development and infrastructure. BVNK, as a specialized stablecoin infrastructure startup, represented a strategic target for Coinbase’s growth ambitions in this crucial sector of the cryptocurrency ecosystem. Stablecoins have become fundamental to cryptocurrency trading and decentralized finance applications. Therefore, this failed Coinbase acquisition could signal: Potential consolidation challenges in the crypto infrastructure space Increased caution among major exchanges regarding large acquisitions Possible internal development priorities over external acquisitions How Will This Impact Coinbase’s Strategic Direction? This terminated Coinbase acquisition forces us to reconsider the exchange’s strategic roadmap. The $2 billion valuation indicated how seriously Coinbase viewed the stablecoin infrastructure space, making this cancellation particularly noteworthy for understanding the company’s future direction. The decision to walk away from such a substantial Coinbase acquisition suggests several possible strategic shifts: Focus on organic growth rather than acquisition-driven expansion Potential regulatory concerns influencing major business decisions Reassessment of the stablecoin market’s competitive landscape Resource allocation toward other strategic priorities What’s Next for BVNK After Failed Acquisition? For BVNK, the collapsed Coinbase acquisition represents both a challenge and an opportunity. While losing a $2 billion exit is undoubtedly disappointing, the company now has several potential paths forward in the evolving stablecoin infrastructure market. BVNK might pursue: Alternative partnership opportunities with other exchanges Independent growth strategy with new funding rounds Strategic pivot to address different market segments Potential acquisition interest from other major players Key Takeaways from the Cancelled Deal The abandoned Coinbase acquisition serves as a crucial case study for the cryptocurrency industry’s maturation. This development highlights several important trends that market participants should monitor closely in the coming months. Major implications include: Increased scrutiny of large-scale crypto acquisitions Potential cooling of merger and acquisition activity in the sector Greater emphasis on regulatory compliance in deal-making More cautious approach to valuation in cryptocurrency infrastructure The surprising collapse of this landmark Coinbase acquisition reminds us that even the most promising deals can unravel in the dynamic cryptocurrency landscape. As the industry continues to evolve, such developments provide valuable insights into the challenges and opportunities facing major players like Coinbase as they navigate complex market conditions and strategic decisions. Frequently Asked Questions Why did Coinbase cancel the BVNK acquisition? Neither company has disclosed specific reasons, but potential factors include regulatory concerns, market conditions, strategic realignment, or due diligence findings. How much was the BVNK acquisition worth? The deal was valued at approximately $2 billion, making it one of the largest potential acquisitions in cryptocurrency history. What does BVNK specialize in? BVNK is a stablecoin infrastructure startup focused on developing technology and services for stablecoin issuance, management, and integration. Will Coinbase pursue other acquisition targets? While not confirmed, the cancellation suggests Coinbase may be reevaluating its acquisition strategy, potentially focusing more on organic growth. How does this affect Coinbase’s stock price? Major acquisition cancellations can impact investor sentiment, though the long-term effect depends on Coinbase’s overall strategic execution. What are the implications for the stablecoin market? This development may signal increased caution in stablecoin infrastructure investments and potential consolidation challenges in the sector. Found this analysis of the surprising Coinbase acquisition cancellation helpful? Share this article with fellow crypto enthusiasts on your social media platforms to spread awareness about this significant industry development! To learn more about the latest cryptocurrency trends, explore our article on key developments shaping cryptocurrency institutional adoption. This post Shocking Development: Coinbase Abandons $2 Billion BVNK Acquisition Deal first appeared on BitcoinWorld .",{},2025-11-11 21:45:16.384728 +00:00,2025-11-11 21:45:16.384728 +00:00
49,coindesk,https://en.coinotag.com/us-senate-eyes-cftc-chair-nomination-hearing-as-crypto-market-bill-advances/,US Senate Eyes CFTC Chair Nomination Hearing as Crypto Market Bill Advances,2025-11-11 20:55:19.000000 +00:00,2025-11-11 21:45:16.386443 +00:00,"Michael Selig, a pro-crypto lawyer serving as chief counsel for the SEC’s crypto task force, has been nominated by President Donald Trump to chair the CFTC. His confirmation hearing is",{BTC},2025-11-11 21:45:16.386443 +00:00,2025-11-11 21:45:16.386443 +00:00
50,coindesk,https://en.bitcoinsistemi.com/arthur-hayes-bought-this-altcoin-today-onchain-data-revealed/,Arthur Hayes Bought This Altcoin Today – Onchain Data Revealed,2025-11-11 20:59:09.000000 +00:00,2025-11-11 21:45:16.388705 +00:00,"BitMEX founder Arthur Hayes, one of the most talked-about names in the cryptocurrency world, appears to have purchased an altcoin, according to onchain data. According to the data, Hayes purchased 28,670 UniSwap (UNI) tokens worth $257,000 via OTC trading platform FlowDesk. UniSwap recently announced that it would be activating a fee switch mechanism on its platform. In addition, the developers reported that a token burn of up to $100 million could be held. Related News: A Stealth Rally May Be Beginning in Ethereum (ETH) and These Altcoins, According to an Analysis Firm! Following this announcement, UNI surpassed the $10 level, then briefly experienced a partial pullback and is trading at $8.62 at the time of writing. Hayes' last purchase was made when UNI was at $8.96. With the shift in decentralized finance volume on Ethereum towards Layer-2 projects, UniSwap hasn't been doing well in recent months. It seems natural that UniSwap will be exploring new ways to regain its competitive edge, especially after platforms like Aster and Hyperliquid began supporting spot trading. *This is not investment advice. Continue Reading: Arthur Hayes Bought This Altcoin Today – Onchain Data Revealed","{ETH,UNI}",2025-11-11 21:45:16.388705 +00:00,2025-11-11 21:45:16.388705 +00:00
51,coindesk,https://www.newsbtc.com/news/uniswap/uniswap-founder-submits-governance-proposal-to-burn-uni-token-jumps-50/,Uniswap Founder Submits Governance Proposal To Burn UNI — Token Jumps 50%,2025-11-11 21:00:20.000000 +00:00,2025-11-11 21:45:16.391155 +00:00,"Uniswap is once again making headlines in the DeFi sector after Hayden Adams, founder and CEO of Uniswap Labs, announced a major governance proposal to activate protocol fees and align incentives across the Uniswap ecosystem. The announcement sent shockwaves through the market, with UNI’s price surging more than 50% in the hours following the news — reflecting renewed optimism among investors and traders. Related Reading: Anti-CZ Whale Flips Bullish On Ethereum: Now Up $15M On A $119.6M Long Position In a post shared on X, Adams reflected on Uniswap’s evolution: “Uniswap has been my passion and singular focus for the past 8 years. What started as a small side project is now global financial infrastructure powering thousands of applications with ~$1.8 trillion in annual trading.” Since UNI’s launch in 2020, Uniswap Labs has been largely unable to meaningfully participate in governance, constrained by regulatory pressures that Adams said cost “thousands of hours and tens of millions in legal fees.” Now, with the regulatory environment shifting, those limitations appear to be easing. Inside Hayden Adams’ Vision to Reshape Uniswap’s Future In his new governance proposal, Uniswap founder Hayden Adams outlined a sweeping plan to overhaul how the protocol operates, distributes value, and aligns incentives across its ecosystem. “At a high level,” Adams explained, the proposal seeks to activate protocol fees and direct them toward UNI burns, creating a sustainable mechanism for value accrual. The plan also includes sending Unichain sequencer fees to the UNI burn, further tightening the token’s supply, and burning 100 million UNI from the treasury, representing the fees that could have been burned if the mechanism had been active since launch. Another major component introduces Protocol Fee Discount Auctions, a new feature designed to improve liquidity provider (LP) outcomes and capture MEV (miner extractable value) directly for the protocol. Adams also proposes “aggregator hooks” for Uniswap v4, turning it into an on-chain aggregator capable of collecting fees from external liquidity sources — a move that could expand Uniswap’s reach across the DeFi ecosystem. Beyond these technical changes, the proposal redefines the role of Uniswap Labs, directing it to focus exclusively on protocol growth and governance-aligned initiatives, while ending fee collection on its interface, wallet, and API to encourage wider adoption. Finally, the plan would merge Foundation employees into Labs under a new growth fund and move governance-owned Unisocks liquidity to v4 on Unichain, where it would be burned. However, not everyone sees this as purely bullish. Some analysts argue the move reflects growing pressure from rivals like Aerodrome Finance, whose rapid ecosystem expansion has drawn liquidity away from Uniswap. From this perspective, the proposal may represent both a bold strategic pivot and a defensive play to reassert Uniswap’s dominance in a fast-evolving DeFi landscape. Related Reading: Ethereum Trading Volume On Binance Surpasses $6 Trillion: A Speculative Frenzy Unfolds UNI Price Analysis: Massive Breakout Follows Governance Proposal Uniswap’s native token, UNI, posted a powerful rebound following Hayden Adams’ governance proposal, with price action reflecting a decisive change in sentiment. As seen on the 3-day chart, UNI surged nearly +50%, climbing from around $5.80 to a local high above $10.30 before stabilizing near $8.20 at the time of writing. The spike came alongside a sharp rise in trading volume, indicating strong market participation and renewed investor confidence. Technically, UNI’s breakout has reclaimed both the 50-day and 100-day moving averages, suggesting a potential shift in momentum after months of bearish consolidation. However, the 200-day moving average near the $9.50–$10.00 zone remains a critical resistance level to watch. A clean break above it could open the door for a continuation toward the $12–$14 range, where UNI last faced heavy distribution. Related Reading: SharpLink Gaming Wallet Moves Freshly Redeemed Ethereum to OKX – Details The volume profile highlights significant accumulation pressure beneath $6, aligning with long-term support tested multiple times since mid-2024. While the market may see short-term retracement following such a sharp move, the combination of bullish fundamentals and structural recovery on the chart suggests UNI could be entering a new medium-term accumulation phase — with its next trajectory likely tied to community approval of the newly proposed protocol fee activation. Featured image from ChatGPT, chart from TradingView.com",{UNI},2025-11-11 21:45:16.391155 +00:00,2025-11-11 21:45:16.391155 +00:00
52,coindesk,https://bitcoinist.com/xrp-price-zcash-40x-rally/,Why The XRP Price Is Set To Repeat ZCASH’s Legendary 40x Rally,2025-11-11 21:00:21.000000 +00:00,2025-11-11 21:45:16.393421 +00:00,"A new XRP price chart shared by market analyst Mikybull Crypto suggests the digital asset could be on the verge of a significant price rally similar to Zcash’s legendary 40x breakout. Setting modest price targets of $8 to $10, Mikybull’s projection comes as XRP consolidates around the $2 mark, a level that technical analysts believe could serve as the foundation for its next parabolic move. XRP Price Pattern Repeating Zcash’s Legendary Rally Setup Mikybull’s chart reveals a clear pattern in XRP’s price behavior across different market cycles . Since 2014, the cryptocurrency has followed a familiar sequence: a rounded-bottom buildup, a breakout above a long-term downtrend, and a period of sideways trading before each big rally. The pattern first showed up between 2014 and 2017, contributing to XRP’s explosive rise to record highs during the 2017 bull market. Now, the chart shows a similar setup is happening again, but on a bigger scale. After almost five years of building up from 2018 to 2023, XRP has finally broken its long-term downtrend, creating a structure similar to the one preceding its previous significant surge. The chart also highlights a flat trading range, marked in orange, which traders refer to as a reaccumulation zone. This stage typically follows a breakout and occurs when the market absorbs selling pressure before resuming its upward movement. It appears that XRP could be entering the same “calm before the storm” stage that came before Zcash’s 40x rally . Analyst Targets $8–$10 As XRP Price Breakout Gains Momentum Mikybull’s $8 to $10 price target is not random. It aligns closely with key Fibonacci and historical resistance levels dating back to XRP’s 2018 peak. If this pattern continues to play out, the XRP price could rise four to five times higher from where it is now, a move that supports Mikybull’s idea that XRP might repeat Zcash’s rally. However, Mikybull isn’t the only one expecting a significant move in the XRP price. Another well-known market analyst, XForceGlobal, recently shared a similar view on X, saying, “I still think there is an extremely high chance that we are still going to hit our cycle targets of around $15–$30 per XRP this cycle.” While Mikybull’s $8–$10 range suggests a cautious and achievable goal, XForceGlobal’s $15–$30 range indicates that XRP may have the potential for a multi-stage rally, where the price first hits moderate targets and then pushes even further as momentum builds. Currently, XRP is holding above key support levels, moving sideways after breaking out of its long-term decline. If the pattern continues, XRP could be setting up for a rally like Zcash’s historic surge, with small gains just the first step in what might become a significant breakout.",{XRP},2025-11-11 21:45:16.393421 +00:00,2025-11-11 21:45:16.393421 +00:00
53,coindesk,https://www.cryptopolitan.com/canary-funds-spot-xrp-etf-launch/,"Canary XRP ETF receives automatic approval from the SEC, set to list on Nasdaq under the ticker symbol 'XRPC'",2025-11-11 21:00:41.000000 +00:00,2025-11-11 21:45:16.395714 +00:00,"Canary Capital has cleared the final regulatory hurdles for the first U.S. spot XRP exchange-traded fund (ETF), with trading expected to begin as early as Thursday, November 13, 2025, on Nasdaq under the ticker XRPC. The Form 8-A was filed with the US SEC on November 10 and is the final step before the XRP ETF launch. The spot XRP ETF is reportedly auto-effective and will likely begin trading this week. Nasdaq has already approved the listing of Canary XRP ETF shares on the exchange under the ticker symbol “XRPC” and has said that a description of the shares is contained in the trust’s “registration statement on Form S-1, filed with the Securities and Exchange Commission on or about October 24, 2025.” XRP ETFs are about to launch News of the potential XRP ETF launch has generated an immediate buzz on CT. The XRP token also reacted positively to the news, pumping by as much as 10%. Trading volume and futures open interest have also surged in the last few days amid anticipation of the Canary XRP ETF launch and the possibility of the US government shutdown ending. At the time of this writing, the price is trading at $2.43, and trading volume has increased by 40% in the last 24 hours, indicating interest among traders. Until the Canary Capital spot XRP ETF launches, traders will be closely monitoring the XRP price. There could still be last-minute comments, for example, on custody or surveillance, that might push the listing to December or later. Experts such as Nate Geraci see the XRP ETF launch as a big win for Ripple after many previous bouts with past anti-crypto regulators. Thought leaders like the Canary Capital CEO Steven McClurg expect the ETF to outperform Solana’s first week. He spotlighted demand in XRP as evident from market cap and trading volumes. There is a growing demand for XRP products So far, five spot XRP ETFs have been listed on the Depository Trust and Clearing Corporation ( DTCC ), including offerings from Franklin Templeton, Bitwise, and CoinShares, with a potential US launch expected this month. The listed funds are Franklin XRP Trust (XRPZ), 21Shares XRP ETF (TOXR), Bitwise XRP ETF (XRP), Canary XRP ETF (XRPC), and CoinShares XRP ETF (XRPL). With more issuers stepping up their execution timelines, market observers are now expecting to see WisdomTree’s XRP ETF join competing funds on DTCC. Amid the growing wave of filings, Grayscale is also seeking to launch its spot XRP ETF through a conversion of its existing XRP Trust, which has achieved approximately $14 million in assets under management since its rollout last September. With all that interest, it is no surprise that Solana and XRP futures have emerged as CME Group’s fastest-growing crypto products, a success that reflects increased market participation, which is sure to translate into greater price moves for the XRP token. Get $50 free to trade crypto when you sign up to Bybit now",{XRP},2025-11-11 21:45:16.395714 +00:00,2025-11-11 21:45:16.395714 +00:00
54,coindesk,https://ambcrypto.com/380m-in-crypto-liquidations-whats-behind-the-market-shake-up/,$380M in crypto liquidations – What’s behind the market shake-up?,2025-11-11 21:00:42.000000 +00:00,2025-11-11 21:45:16.397951 +00:00,Traders should beware of trying to catch a breakout and trying to time the next trend early.,"{BTC,ETH}",2025-11-11 21:45:16.397951 +00:00,2025-11-11 21:45:16.397951 +00:00
55,coindesk,https://en.coinotag.com/arthur-hayes-buys-244k-in-uni-after-3-year-hiatus-amid-fee-switch-proposal/,"Arthur Hayes Buys $244K in UNI After 3-Year Hiatus, Amid Fee Switch Proposal",2025-11-11 21:01:33.000000 +00:00,2025-11-11 21:45:16.400255 +00:00,"Arthur Hayes UNI investment highlights the co-founder of BitMEX returning to Uniswap after three years, purchasing 28,670 UNI tokens for $244,000 amid a 48% price surge driven by the fee-switch","{ETH,UNI,USDC}",2025-11-11 21:45:16.400255 +00:00,2025-11-11 21:45:16.400255 +00:00
56,coindesk,https://en.coinotag.com/canary-capitals-spot-xrp-etf-clears-hurdles-eyes-nasdaq-launch-this-week/,"Canary Capital’s Spot XRP ETF Clears Hurdles, Eyes Nasdaq Launch This Week",2025-11-11 21:05:16.000000 +00:00,2025-11-11 21:45:16.402684 +00:00,"The first U.S. spot XRP ETF from Canary Capital has overcome final regulatory obstacles, with trading slated to commence on Nasdaq under the ticker XRPC as early as November 13,","{BTC,ETH,SOL,XRP}",2025-11-11 21:45:16.402684 +00:00,2025-11-11 21:45:16.402684 +00:00
57,coindesk,https://ambcrypto.com/chinese-cryptoqueen-gets-11-years-for-4-2-billion-bitcoin-ponzi-scheme/,Chinese ‘Cryptoqueen’ gets 11 years for £4.2 billion Bitcoin ponzi scheme,2025-11-11 21:05:25.000000 +00:00,2025-11-11 21:45:16.405310 +00:00,"UK courts sentenced Chinese national Qian Zhimin to 11 years for laundering billions in Bitcoin stolen from 120,000 investors through a Ponzi scheme disguised as a crypto mining operation.",{BTC},2025-11-11 21:45:16.405310 +00:00,2025-11-11 21:45:16.405310 +00:00
58,coindesk,https://en.coinotag.com/bitcoin-liquidations-reach-81m-amid-range-bound-trading-and-possible-dip-to-103-8k/,Bitcoin Liquidations Reach $81M Amid Range-Bound Trading and Possible Dip to $103.8K,2025-11-11 21:06:49.000000 +00:00,2025-11-11 21:45:16.407335 +00:00,"Crypto liquidations surged to $379.9 million in the past 24 hours due to Bitcoin’s retracement from $107k to $104.7k, triggering forced closures of leveraged positions. Long positions dominated losses as","{BTC,ETH}",2025-11-11 21:45:16.407335 +00:00,2025-11-11 21:45:16.407335 +00:00
